"name"	"taxRank"	"taxID"	"Max"	"K1.cladeReads"	"K2.cladeReads"	"W1.cladeReads"	"Max.1"	"K1.cladeReads.."	"K2.cladeReads.."	"W1.cladeReads.."	"Max.2"	"K1.cladeReads.rank"	"K2.cladeReads.rank"	"W1.cladeReads.rank"	"Max.3"	"K1.cladeReads.z.score"	"K2.cladeReads.z.score"	"W1.cladeReads.z.score"	"Max.4"	"K1.cladeReads...z.score"	"K2.cladeReads...z.score"	"W1.cladeReads...z.score"	"lineage"
"Shewanella"	"G"	22	6	1	1	6	0.002352	0.0001659	0.0001784	0.002352	125.5	279	263.5	125.5	5	NA	NA	5	2.174	-0.0125	NA	2.174	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Shewanellaceae"
"Psychromonas"	"G"	67572	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Alteromonadales>Psychromonadaceae"
"Pseudomonas"	"G"	286	26	8	4	26	0.01019	0.001327	0.0007137	0.01019	66	87.5	120	66	3.035	NA	-0.6745	3.035	8.863	NA	-0.6133	8.863	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Pseudomonadales>Pseudomonadaceae"
"Acinetobacter"	"G"	469	5	5	5	2	0.0008922	0.0008294	0.0008922	0.000784	105	105.5	105	259	-3	NA	NA	-3	0.0628	NA	0.0628	-0.0454	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae"
"Psychrobacter"	"G"	497	2	2	NA	2	0.000784	0.0003318	NA	0.000784	172	172	NA	259	NA	NA	NA	NA	0.4522	NA	NA	0.4522	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Moraxellales>Moraxellaceae"
"Vibrio"	"G"	662	9	4	5	9	0.003528	0.0006636	0.0008922	0.003528	98	119	105	98	2.698	-0.6745	NA	2.698	2.636	-0.2286	NA	2.636	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Grimontia"	"G"	246861	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Vibrionales>Vibrionaceae"
"Oceanisphaera"	"G"	225143	3	3	NA	NA	0.0004977	0.0004977	NA	NA	138	138	NA	NA	3	3	NA	NA	0.4977	0.4977	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Aeromonas"	"G"	642	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Aeromonadaceae"
"Succinivibrio"	"G"	83770	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Aeromonadales>Succinivibrionaceae"
"Legionella"	"G"	445	3	3	NA	1	0.0004977	0.0004977	NA	0.000392	138	138	NA	428.5	1.349	1.349	NA	NA	0.1057	0.1057	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Legionellales>Legionellaceae"
"Rickettsiella"	"G"	59195	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Legionellales>Coxiellaceae"
"Alloalcanivorax"	"G"	3020832	4	1	NA	4	0.001568	0.0001659	NA	0.001568	167.5	279	NA	167.5	2.023	NA	NA	2.023	1.402	NA	NA	1.402	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Alcanivoracaceae"
"Gynuella"	"G"	1445504	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Saccharospirillaceae"
"Endozoicomonas"	"G"	305899	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Oceanospirillales>Endozoicomonadaceae"
"Lysobacter"	"G"	68	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Lysobacteraceae"
"Dyella"	"G"	231454	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Lysobacterales>Rhodanobacteraceae"
"Methylomonas"	"G"	416	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Methylococcales>Methylococcaceae"
"Simiduia"	"G"	447467	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Gammaproteobacteria>Cellvibrionales>Cellvibrionaceae"
"Oxalobacter"	"G"	846	43	43	NA	43	0.01686	0.007133	NA	0.01686	57	57	NA	58	NA	NA	NA	NA	0.9198	NA	NA	0.9198	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Oxalobacteraceae"
"Massilia"	"G"	149698	1	1	1	NA	0.0001784	0.0001659	0.0001784	NA	263.5	279	263.5	NA	NA	NA	NA	NA	0.0125	NA	0.0125	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Oxalobacteraceae>Telluria&nbsp;group"
"Turicimonas"	"G"	1918598	31	31	NA	1	0.005143	0.005143	NA	0.000392	61.5	61.5	NA	428.5	20.23	20.23	NA	NA	4.751	4.751	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae"
"Duodenibacillus"	"G"	1980697	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Sutterellaceae"
"Burkholderia"	"G"	32008	4	4	1	2	0.000784	0.0006636	0.0001784	0.000784	119	119	263.5	259	1.349	1.349	-0.6745	NA	0.1204	NA	-0.4852	0.1204	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Paraburkholderia"	"G"	1822464	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Cupriavidus"	"G"	106589	2	1	NA	2	0.000784	0.0001659	NA	0.000784	259	279	NA	259	0.6745	NA	NA	0.6745	0.6181	NA	NA	0.6181	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Robbsia"	"G"	2038280	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiaceae"
"Alcaligenes"	"G"	507	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Achromobacter"	"G"	222	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Taylorella"	"G"	29574	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Pigmentiphaga"	"G"	152267	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Basilea"	"G"	1472344	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Alcaligenaceae"
"Acidovorax"	"G"	12916	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Paenacidovorax"	"G"	3051138	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Delftia"	"G"	80865	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Comamonas"	"G"	283	1	1	1	1	0.000392	0.0001659	0.0001784	0.000392	263.5	279	263.5	428.5	NA	NA	NA	NA	0.2136	-0.0125	NA	0.2136	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Comamonadaceae"
"Piscinibacterium"	"G"	2066914	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Burkholderiales>Burkholderiales&nbsp;genera&nbsp;incertae&nbsp;sedis"
"Chitinivorax"	"G"	1433992	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Betaproteobacteria&nbsp;incertae&nbsp;sedis"
"Methylotenera"	"G"	359407	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Nitrosomonadales>Methylophilaceae"
"Neisseria"	"G"	482	1	1	1	1	0.000392	0.0001659	0.0001784	0.000392	263.5	279	263.5	428.5	NA	NA	NA	NA	0.2136	-0.0125	NA	0.2136	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Betaproteobacteria>Neisseriales>Neisseriaceae"
"Methylocystis"	"G"	133	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Methylocystaceae"
"Mesorhizobium"	"G"	68287	3	2	NA	3	0.001176	0.0003318	NA	0.001176	172	172	NA	203.5	0.6745	NA	NA	0.6745	0.8442	NA	NA	0.8442	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Phyllobacteriaceae"
"Roseibium"	"G"	150830	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Stappiaceae"
"Bosea"	"G"	85413	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Boseaceae"
"Ochrobactrum"	"G"	528	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Brucellaceae>Brucella/Ochrobactrum&nbsp;group"
"Sinorhizobium"	"G"	28105	2	1	2	NA	0.0003569	0.0001659	0.0003569	NA	166	279	166	NA	0.6745	NA	0.6745	NA	0.191	NA	0.191	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Hyphomicrobiales>Rhizobiaceae>Sinorhizobium/Ensifer&nbsp;group"
"Komagataeibacter"	"G"	1434011	8	2	4	8	0.003136	0.0003318	0.0007137	0.003136	105	172	120	105	1.349	-0.6745	NA	1.349	2.422	-0.3819	NA	2.422	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Acetobacterales>Acetobacteraceae"
"Cognatishimia"	"G"	2211635	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Paracoccaceae"
"Roseobacter"	"G"	2433	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rhodobacterales>Roseobacteraceae"
"Sphingomonas"	"G"	13687	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Sphingomonadaceae"
"Aurantiacibacter"	"G"	2800681	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Sphingomonadales>Erythrobacteraceae"
"Phenylobacterium"	"G"	20	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Brevundimonas"	"G"	41275	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Caulobacterales>Caulobacteraceae"
"Ehrlichia"	"G"	943	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Rickettsiales>Anaplasmataceae"
"Pseudemcibacter"	"G"	2943291	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Pseudomonadota>Alphaproteobacteria>Emcibacterales>Emcibacteraceae"
"Bilophila"	"G"	35832	544	544	NA	21	0.09024	0.09024	NA	0.008232	26	26	NA	70	16.8	16.8	NA	NA	6.719	6.719	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae"
"Desulfovibrio"	"G"	872	12	12	10	4	0.001991	0.001991	0.001784	0.001568	76	76	85	167.5	0.6745	0.6745	NA	-2.023	0.207	0.207	NA	-0.216	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae"
"Maridesulfovibrio"	"G"	2794998	3	1	1	3	0.001176	0.0001659	0.0001784	0.001176	203.5	279	263.5	203.5	2	NA	NA	2	0.9976	-0.0125	NA	0.9976	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Desulfovibrionia>Desulfovibrionales>Desulfovibrionaceae"
"Desulfobulbus"	"G"	893	5	5	NA	1	0.0008294	0.0008294	NA	0.000392	105.5	105.5	NA	428.5	2.698	2.698	NA	NA	0.4374	0.4374	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Desulfobulbia>Desulfobulbales>Desulfobulbaceae"
"Syntrophotalea"	"G"	2812025	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Thermodesulfobacteriota>Desulfuromonadia>Desulfuromonadales>Syntrophotaleaceae"
"Treponema"	"G"	157	14	14	10	7	0.002744	0.002322	0.001784	0.002744	72.5	72.5	85	114.5	0.8993	0.8993	NA	-0.6745	0.422	NA	-0.538	0.422	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Treponemataceae"
"Salinispira"	"G"	1616789	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Marispirochaeta"	"G"	1911565	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Spirochaetaceae"
"Borrelia"	"G"	138	3	2	1	3	0.001176	0.0003318	0.0001784	0.001176	172	172	263.5	203.5	0.6745	NA	-0.6745	0.6745	0.8442	NA	-0.1534	0.8442	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Spirochaetales>Borreliaceae"
"Brachyspira"	"G"	29521	11	4	11	NA	0.001963	0.0006636	0.001963	NA	82	119	82	NA	1.18	NA	1.18	NA	1.299	NA	1.299	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Spirochaetota>Spirochaetia>Brachyspirales>Brachyspiraceae"
"Akkermansia"	"G"	239934	1165	6	1	1165	0.4567	0.0009953	0.0001784	0.4567	22	98.5	263.5	22	156.3	NA	-0.6745	156.3	376.3	NA	-0.6745	376.3	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>PVC&nbsp;group>Verrucomicrobiota>Verrucomicrobiia>Verrucomicrobiales>Akkermansiaceae"
"Fuerstiella"	"G"	1936111	2	2	NA	NA	0.0003318	0.0003318	NA	NA	172	172	NA	NA	2	2	NA	NA	0.3318	0.3318	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>PVC&nbsp;group>Planctomycetota>Planctomycetia>Planctomycetales>Planctomycetaceae"
"Stieleria"	"G"	2795973	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Pirellulaceae"
"Lacipirellula"	"G"	2691417	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>PVC&nbsp;group>Planctomycetota>Planctomycetia>Pirellulales>Lacipirellulaceae"
"Campylobacter"	"G"	194	19	5	7	19	0.007448	0.0008294	0.001249	0.007448	73.5	105.5	92	73.5	4.047	-0.6745	NA	4.047	6.199	-0.4196	NA	6.199	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Campylobacteraceae"
"Sulfurovum"	"G"	265570	2	1	NA	2	0.000784	0.0001659	NA	0.000784	259	279	NA	259	0.6745	NA	NA	0.6745	0.6181	NA	NA	0.6181	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurovaceae"
"Nitratifractor"	"G"	269260	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Campylobacterota>Epsilonproteobacteria>Campylobacterales>Sulfurovaceae"
"Alloacidobacterium"	"G"	2951993	1	1	NA	NA	0.0001659	0.0001659	NA	NA	279	279	NA	NA	1	1	NA	NA	0.1659	0.1659	NA	NA	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Acidobacteriota>Terriglobia>Terriglobales>Acidobacteriaceae"
"Tunturiibacter"	"G"	3154218	1	1	NA	1	0.000392	0.0001659	NA	0.000392	279	279	NA	428.5	NA	NA	NA	NA	0.2261	NA	NA	0.2261	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Acidobacteriota>Terriglobia>Terriglobales>Acidobacteriaceae"
"Thermodesulfovibrio"	"G"	28261	2	1	NA	2	0.000784	0.0001659	NA	0.000784	259	279	NA	259	0.6745	NA	NA	0.6745	0.6181	NA	NA	0.6181	"cellular&nbsp;organisms>Bacteria>Pseudomonadati>Nitrospirota>Thermodesulfovibrionia>Thermodesulfovibrionales>Thermodesulfovibrionaceae"
"Agathobacter"	"G"	1766253	10925	10925	2397	2899	1.812	1.812	0.4277	1.136	4	4	12	14	10.78	10.78	-0.6745	NA	0.6745	0.6745	-0.7067	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Blautia"	"G"	572511	10523	5531	10523	2064	1.878	0.9175	1.878	0.8091	4	8	4	16	0.9712	NA	0.9712	-0.6745	5.976	NA	5.976	-0.6745	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Mediterraneibacter"	"G"	2316020	5125	5125	2335	1674	0.8502	0.8502	0.4166	0.6562	10	10	13	17	2.847	2.847	NA	-0.6745	0.6745	0.6745	-0.833	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Anaerobutyricum"	"G"	2569097	2160	2160	1263	75	0.3583	0.3583	0.2254	0.0294	14	14	15	47	0.6745	0.6745	NA	-0.8933	0.6745	0.6745	NA	-0.9947	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Roseburia"	"G"	841	10203	2111	10203	4800	1.882	0.3502	1.821	1.882	5	15	5	10	1.355	-0.6745	1.355	NA	0.6745	-16.26	NA	0.6745	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Dorea"	"G"	189330	2689	2090	2689	458	0.4798	0.3467	0.4798	0.1795	11	16	11	23	0.6745	NA	0.6745	-1.838	0.6745	NA	0.6745	-0.8473	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Coprococcus"	"G"	33042	1429	1429	848	1184	0.4642	0.2371	0.1513	0.4642	18	18	20	20	0.6745	0.6745	-0.925	NA	1.785	NA	-0.6745	1.785	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Anaerostipes"	"G"	207244	14045	1269	14045	38	2.506	0.2105	2.506	0.0149	3	20	3	59	7	NA	7	-0.6745	7.916	NA	7.916	-0.6745	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Simiaoa"	"G"	2944193	7675	343	784	7675	3.009	0.0569	0.1399	3.009	7	30	21	7	10.54	-0.6745	NA	10.54	23.32	-0.6745	NA	23.32	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Enterocloster"	"G"	2719313	1176	310	270	1176	0.461	0.05143	0.04818	0.461	21	31	28	21	14.6	NA	-0.6745	14.6	85	NA	-0.6745	85	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Hungatella"	"G"	1649459	175	175	174	102	0.03999	0.02903	0.03105	0.03999	33.5	38	33.5	42.5	0.6745	0.6745	NA	-48.56	2.985	-0.6745	NA	2.985	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Lachnospira"	"G"	28050	12702	100	2819	12702	4.979	0.01659	0.503	4.979	4	44	10	4	2.452	-0.6745	NA	2.452	6.207	-0.6745	NA	6.207	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Lachnoclostridium"	"G"	1506553	169	86	91	169	0.06625	0.01427	0.01624	0.06625	36	45	37	36	10.52	-0.6745	NA	10.52	17.12	-0.6745	NA	17.12	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Eshraghiella"	"G"	3342669	90	77	90	66	0.02587	0.01277	0.01606	0.02587	38	46	38	50	0.7971	NA	0.7971	-0.6745	2.011	-0.6745	NA	2.011	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
"Sellimonas"	"G"	1769710	598	53	598	102	0.1067	0.008792	0.1067	0.03999	23	52	23	42.5	6.827	-0.6745	6.827	NA	1.442	-0.6745	1.442	NA	"cellular&nbsp;organisms>Bacteria>Bacillati>Bacillota>Clostridia>Lachnospirales>Lachnospiraceae"
